Date,Trailhead,Non-motorized,Motorized,Mechanized,Hybrid
3/15/19,Cement Creek,13,2,1,0
3/16/19,Cement Creek,37,8,0,0
3/17/19,Cement Creek,30,6,0,0
3/18/19,Cement Creek,14,1,0,0
3/19/19,Cement Creek,12,4,1,0
3/20/19,Cement Creek,6,2,0,0
3/21/19,Cement Creek,6,3,0,0
3/22/19,Cement Creek,13,5,0,0
3/23/19,Cement Creek,35,7,0,2
3/24/19,Cement Creek,28,1,4,0
3/25/19,Cement Creek,13,4,0,0
3/26/19,Cement Creek,6,5,0,0
3/27/19,Cement Creek,20,6,0,0
3/28/19,Cement Creek,17,1,0,0
3/29/19,Cement Creek,19,1,1,0
3/30/19,Cement Creek,35,1,0,0
3/31/19,Cement Creek,13,2,3,0
4/1/19,Cement Creek,13,3,0,0
4/2/19,Cement Creek,9,0,1,0
4/3/19,Cement Creek,10,3,0,0
4/4/19,Cement Creek,8,1,0,0
4/5/19,Cement Creek,11,2,5,0
4/6/19,Cement Creek,27,5,2,0
4/7/19,Cement Creek,12,2,2,0
4/8/19,Cement Creek,14,1,0,0
4/9/19,Cement Creek,6,2,0,0
4/10/19,Cement Creek,2,0,0,0
4/11/19,Cement Creek,4,4,0,0
4/12/19,Cement Creek,13,0,1,0
4/13/19,Cement Creek,17,3,3,1
4/14/19,Cement Creek,10,8,1,5
4/15/19,Cement Creek,6,1,0,0
